udise,school_name,block,cluster,setting,overall_pct,band,score_out_of_10,students_assessed,lat,lon
21150214101,Govt PS Kudagaon,Athamalik,NILAKANTHAPADA UPS,Rural,53.7,developing,5,10,20.76419,84.46875
21150214302,Govt UPS Nilakanthapada,Athamalik,NILAKANTHAPADA UPS,Rural,44.7,needs,4,29,20.76024,84.4567
21150214501,Govt UPS Tentheipali,Athamalik,NILAKANTHAPADA UPS,Rural,58.8,developing,6,20,20.76302,84.44461
21150214601,GOVT.PS BALIPATA,Athamalik,PEDI PATHAR,Rural,61.7,developing,6,4,20.86961,84.67569
21150214701,NUABARAPALI PS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Rural,78.3,excelling,8,6,20.85309,84.65969
21150215001,GOVT.PS DAMODARPUR,Athamalik,PEDI PATHAR,Rural,64.2,developing,6,6,20.88106,84.67193
21150215101,GOVT.PS GUNDURIKHALI,Athamalik,PEDI PATHAR,Rural,85.2,excelling,9,8,20.73415,84.54335
21150215201,GOVT.PS BARAPALI,Athamalik,PEDI PATHAR,Rural,65.0,developing,7,3,20.86376,84.6703
21150215301,GOVT.UPS MANDARBAHAL,Athamalik,PEDI PATHAR,Rural,80.7,excelling,8,14,20.87827,84.66436
21150215351,PANCHASAKHA HS MANDARBAHAL,Athamalik,PEDI PATHAR,Rural,60.9,developing,6,26,20.87212,84.66532
21150215401,Govt PS Bankual,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,52.4,developing,5,9,20.63048,84.69864
21150216003,Govt PS Kusumkuhuri,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,89.6,excelling,9,8,20.63057,84.69855
21150216101,Binikeyee NHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,77.2,excelling,8,36,20.63262,84.67938
21150216501,Govt Ups Pataka,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,67.2,developing,7,32,20.63063,84.69849
21150216801,Govt PS Tentulipadar,Athamalik,"BINIKEYEE NHS,LUHASINGA",Rural,84.0,excelling,8,8,20.63034,84.69841
21150217101,Govt PS Janhimunda,Athamalik,NILAKANTHAPADA UPS,Rural,45.0,needs,5,15,20.76163,84.43357
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Rural,65.7,developing,7,35,20.76511,84.39463
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,76.3,excelling,8,11,20.76729,84.41102
21150217602,Govt. PS Siarinali,Athamalik,GOVT. NUPS MADHAPUR,Rural,84.8,excelling,8,7,20.76402,84.42029
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Rural,67.6,developing,7,21,20.75592,84.42166
21150218101,Govt U.P.S Bandhupali,Athamalik,KANDHAPADA NUPS,Rural,72.9,developing,7,27,20.78874,84.4028
21150218301,Govt. PS Digipadar,Athamalik,GOVT. NUPS MADHAPUR,Rural,60.4,developing,6,4,20.81152,84.41811
21150218502,Govt. PS Gadadharpur,Athamalik,GOVT. NUPS MADHAPUR,Rural,65.9,developing,7,11,20.78716,84.42443
21150218701,Govt. UPS Kundanali,Athamalik,GOVT. NUPS MADHAPUR,Rural,55.4,developing,6,33,20.7806,84.43071
21150219002,Govt. NUPS Madhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,52.7,developing,5,93,20.78619,84.41829
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Rural,57.6,developing,6,16,20.81128,84.43234
21150219301,Govt. UPS Saradhapur,Athamalik,GOVT. NUPS MADHAPUR,Rural,70.5,developing,7,30,20.79272,84.42883
21150219501,Govt. PS Sorishpank,Athamalik,GOVT. NUPS MADHAPUR,Rural,76.1,excelling,8,12,20.80467,84.44054
21150219601,Govt. PS Titirikata,Athamalik,GOVT. NUPS MADHAPUR,Rural,74.8,developing,7,11,20.79442,84.417
21150219701,BIPRADIHA PUPS,Athamalik,MAIMURA PS,Rural,60.4,developing,6,4,20.69095,84.59266
21150220001,GHANAJODI PS,Athamalik,MAIMURA PS,Rural,62.3,developing,6,5,20.76521,84.71236
21150220201,KALAJIKATA PS,Athamalik,MAIMURA PS,Rural,70.0,developing,7,3,20.76647,84.68966
21150220301,KANSAB(B) PS,Athamalik,MAIMURA PS,Rural,77.9,excelling,8,4,20.77298,84.69512
21150220601,KUTULUSINGA PS,Athamalik,MAIMURA PS,Rural,77.8,excelling,8,6,20.78552,84.68198
21150220701,MAIMURA PS,Athamalik,MAIMURA PS,Rural,62.2,developing,6,9,20.77295,84.6949
21150220751,PRHS MAIMURA,Athamalik,MAIMURA PS,Rural,62.3,developing,6,36,20.76372,84.69891
21150220801,NABING PS,Athamalik,MAIMURA PS,Rural,77.5,excelling,8,2,20.77282,84.69511
21150221001,KANSAB(A) PUPS,Athamalik,MAIMURA PS,Rural,49.8,needs,5,10,20.7387,84.54256
21150221101,TARANDA PS,Athamalik,MAIMURA PS,Rural,64.5,developing,6,3,20.73877,84.54247
21150221201,GOVT.PS ANTARSINGA,Athamalik,KUTESWAR UPS,Rural,61.3,developing,6,5,20.71906,84.57714
21150221401,GOVT.UPS DAKSHESWAR,Athamalik,KUTESWAR UPS,Rural,81.8,excelling,8,50,20.7129,84.56878
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Rural,46.8,needs,5,33,20.75026,84.54858
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Rural,63.7,developing,6,5,20.72075,84.59081
21150222401,GOVT.UPS KUTESWAR,Athamalik,KUTESWAR UPS,Rural,33.1,needs,3,35,20.68851,84.57333
21150222501,GOVT.UPS LEHEDI,Athamalik,KUTESWAR UPS,Rural,58.5,developing,6,9,20.7035,84.589
21150222801,GOVT .PS NUAGARGH,Athamalik,KUTESWAR UPS,Rural,74.7,developing,7,5,20.77408,84.55086
21150222902,GOVT.PS SATABANDHULI,Athamalik,KUTESWAR UPS,Rural,74.0,developing,7,8,20.70679,84.56935
21150223801,GOVT. PS KODASAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,63.2,developing,6,15,20.84077,84.75095
21150223902,GOVT. PS PAIKSAHI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,55.4,developing,6,26,20.82268,84.75579
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,75.6,excelling,8,92,20.82997,84.75656
21150224001,GOVT.UPS TALABAHALI,Athamalik,GHODABANDHUNI UPS,Rural,61.5,developing,6,27,20.80657,84.73588
21150224301,TAILAMAL PS,Athamalik,TAPADHOL,Rural,59.4,developing,6,6,20.80368,84.75616
21150224501,GOVT .PS ACHUTAPUR,Athamalik,PEDI PATHAR,Rural,78.9,excelling,8,3,20.87147,84.70078
21150224601,GOVT.PS BADADADAR,Athamalik,PEDI PATHAR,Rural,57.4,developing,6,9,20.86111,84.70903
21150224701,GOVT.UPS BARHAM,Athamalik,PEDI PATHAR,Rural,61.6,developing,6,39,20.88721,84.6998
21150224702,GOVT.PS KATANGASAHI,Athamalik,PEDI PATHAR,Rural,74.4,developing,7,3,20.85342,84.72408
21150225001,GOVT.UPS JHILLIMUNDA,Athamalik,PEDI PATHAR,Rural,61.3,developing,6,10,20.87123,84.71315
21150225202,GOVT.PS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,78.6,excelling,8,14,20.88724,84.69975
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Rural,74.2,developing,7,44,20.88719,84.69982
21150225401,Govt. PS. Deulbeda,Athamalik,ODASINGA UPS,Rural,52.2,developing,5,12,20.75048,84.49587
21150225501,Govt. PS. Gopalpur,Athamalik,ODASINGA UPS,Rural,79.2,excelling,8,2,20.76531,84.5134
21150225601,Govt. PS. Hingmandal,Athamalik,ODASINGA UPS,Rural,63.7,developing,6,5,20.78836,84.50459
21150226101,Govt. UPS. Kushapur,Athamalik,ODASINGA UPS,Rural,47.4,needs,5,28,20.75837,84.45406
21150226201,Govt. PS. Mahendrapur,Athamalik,ODASINGA UPS,Rural,59.8,developing,6,7,20.76725,84.52632
21150226301,Govt. PS. Malipadar,Athamalik,ODASINGA UPS,Rural,79.8,excelling,8,12,20.72711,84.53189
21150226501,Govt PS Nuamantir,Athamalik,NILAKANTHAPADA UPS,Rural,71.2,developing,7,7,20.76576,84.48499
21150226601,Govt. UPS. Odasinga,Athamalik,ODASINGA UPS,Rural,36.6,needs,4,37,20.74372,84.49394
21150226702,Govt UPS Purunamantir,Athamalik,NILAKANTHAPADA UPS,Rural,61.3,developing,6,26,20.7546,84.48106
21150226801,Govt. UPS. Rajing,Athamalik,ODASINGA UPS,Rural,60.7,developing,6,33,20.78133,84.50737
21150227101,GOVT.UPS BADABAR,Athamalik,GHODABANDHUNI UPS,Rural,81.5,excelling,8,13,20.84443,84.70377
21150227201,GOVT.UPS GHODABANDHUNI,Athamalik,GHODABANDHUNI UPS,Rural,55.8,developing,6,39,20.82356,84.69576
21150227301,GOVT.PS GUNDURI,Athamalik,GHODABANDHUNI UPS,Rural,80.2,excelling,8,9,20.84043,84.66126
21150227401,GOVT.PS JAYAPUR,Athamalik,GHODABANDHUNI UPS,Rural,73.3,developing,7,1,20.81543,84.71295
21150227501,GOVT.PS KARADABAHALI (B),Athamalik,GHODABANDHUNI UPS,Rural,68.9,developing,7,6,20.8345,84.67145
21150227701,GOVT.PS MAHULANALI,Athamalik,GHODABANDHUNI UPS,Rural,88.8,excelling,9,7,20.85345,84.69586
21150227801,GOVT.UPS MINDOL,Athamalik,GHODABANDHUNI UPS,Rural,64.3,developing,6,24,20.82761,84.72393
21150227901,"PANCHAYAT RAJ NODAL HIGH SCHOOL,SANAHULA",Athamalik,GHODABANDHUNI UPS,Rural,73.6,developing,7,92,20.85936,84.68423
21150228001,GOVT.UPS SIMILIA,Athamalik,GHODABANDHUNI UPS,Rural,70.5,developing,7,7,20.72476,84.53461
21150228201,GOVT.PS SINDURKHOL,Athamalik,GHODABANDHUNI UPS,Rural,55.3,developing,6,5,20.83654,84.72421
21150228301,GOVT.UPS TALEIPATHAR,Athamalik,GHODABANDHUNI UPS,Rural,64.1,developing,6,23,20.80984,84.68446
21150228401,GOVT. PS AMBANALI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,75.0,developing,8,3,20.86101,84.76216
21150228501,GOVT. UPS BANTOL,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,70.9,developing,7,11,20.84858,84.74905
21150228601,GOVT. UPS BATRAKHOL,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,57.0,developing,6,5,20.85449,84.81478
21150228701,GOVT.PS BHAGAMUNDA,Athamalik,PEDI PATHAR,Rural,79.0,excelling,8,8,20.84011,84.74314
21150228901,GOVT. UPS KHAMAR,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,41.7,needs,4,2,20.85343,84.76353
21150229101,GOVT. UPS LAXMIPUR,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,70.7,developing,7,10,20.87782,84.79291
21150229201,GOVT.PS LOHARAPADA,Athamalik,PEDI PATHAR,Rural,73.6,developing,7,7,20.85344,84.72409
21150229401,RAINALI/HEMAMURA ASS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,77.5,excelling,8,48,20.86339,84.79013
21150229601,GOVT. UPS SAPAGHARA,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,50.2,developing,5,8,20.85096,84.75325
21150229651,GPHS SAPAGHARA,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,45.8,needs,5,33,20.85925,84.75738
21150229801,GOVT. UPS TENTULOI,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,62.2,developing,6,3,20.87991,84.76974
21150229901,GOVT. PS TUMURSINGHA,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Rural,66.8,developing,7,10,20.84792,84.77088
21150230001,BARADHIP PS,Athamalik,TAPADHOL,Rural,47.1,needs,5,14,20.83664,84.79007
21150230301,KUSUMADHARA UPS,Athamalik,TAPADHOL,Rural,57.9,developing,6,4,20.80487,84.77581
21150230402,SANADADAR PS,Athamalik,TAPADHOL,Rural,72.2,developing,7,9,20.81012,84.77155
21150230501,"RADHAKRISHNA HS,TAPADHOL",Athamalik,TAPADHOL,Rural,76.8,excelling,8,45,20.80653,84.79119
21150230502,TAPADHOL UPS,Athamalik,TAPADHOL,Rural,61.6,developing,6,36,20.81203,84.79441
21150231001,GOVT UPS GUNDURI,Athamalik,THAKURGARH PS,Rural,72.5,developing,7,41,20.82983,84.65486
21150231201,GOVT PS ARAKHAKUD,Athamalik,THAKURGARH PS,Rural,79.7,excelling,8,17,20.82367,84.66235
21150231301,GOVT PS BASUDEVPUR,Athamalik,THAKURGARH PS,Rural,59.1,developing,6,9,20.79539,84.62094
21150231501,GOVT PS CHERKHANDI,Athamalik,THAKURGARH PS,Rural,90.4,excelling,9,8,20.81824,84.60788
21150231601,GOVT SS DHANDATOPA,Athamalik,THAKURGARH PS,Rural,61.6,developing,6,18,20.80002,84.60327
21150231801,GOVT UGME HATASIMILI,Athamalik,THAKURGARH PS,Rural,70.4,developing,7,34,20.78653,84.66124
21150231901,GOVT PS JOGIBANDHA,Athamalik,THAKURGARH PS,Rural,77.8,excelling,8,16,20.80458,84.64629
21150232501,GOVT PS TABADA,Athamalik,THAKURGARH PS,Rural,39.3,needs,4,7,20.84026,84.64399
21150232602,GOVT PS THAKURGARH,Athamalik,THAKURGARH PS,Rural,62.7,developing,6,21,20.81313,84.63281
21150232603,GOVT UPS THAKURGARH,Athamalik,THAKURGARH PS,Rural,61.1,developing,6,112,20.81345,84.62961
21150232701,Govt. PS BAHALBEDA,Athamalik,GOVT UPS BAJAPUR,Rural,70.8,developing,7,2,20.897,84.37372
21150232801,Govt. UPS BAJAPUR,Athamalik,GOVT UPS BAJAPUR,Rural,68.5,developing,7,24,20.93448,84.36375
21150233201,Govt. PS BHANDARIMUNDA,Athamalik,GOVT UPS BAJAPUR,Rural,57.3,developing,6,5,20.91803,84.36301
21150233501,Govt. PS BHEJIDIHA,Athamalik,GOVT UPS BAJAPUR,Rural,64.1,developing,6,9,20.94473,84.3697
21150233601,Govt. PS BHOJPUR,Athamalik,GOVT UPS BAJAPUR,Rural,74.8,developing,7,7,20.91567,84.32434
21150234101,Govt. PS JHUDANGAMAL,Athamalik,GOVT UPS BAJAPUR,Rural,70.8,developing,7,2,20.92197,84.34955
21150234501,Govt. UPS ORADA,Athamalik,GOVT UPS BAJAPUR,Rural,60.1,developing,6,15,20.94897,84.33185
21150234802,Govt. UPS TUSAR,Athamalik,GOVT UPS BAJAPUR,Rural,54.6,developing,5,54,20.90918,84.35521
21150234901,Govt. PS Tasarbeda,Athamalik,Kiakata PS,Rural,43.6,needs,4,6,20.82821,85.07919
21150300102,BADAKERJANG PS,Banarpal,JAMUNDA UPS,Rural,71.4,developing,7,26,20.86486,84.96835
21150300103,BADAKERJANG UPS,Banarpal,JAMUNDA UPS,Rural,79.8,excelling,8,41,20.87014,84.97093
21150300201,BANARADIHA PS,Banarpal,JAMUNDA UPS,Rural,68.3,developing,7,7,20.89109,84.96466
21150300202,SAKOSINGHA PUPS,Banarpal,JAMUNDA UPS,Rural,44.3,needs,4,28,20.88452,84.96476
21150300203,SUDRASANPUR PS,Banarpal,JAMUNDA UPS,Rural,73.5,developing,7,14,20.88146,84.95655
21150300401,JAMUNDA UPS,Banarpal,JAMUNDA UPS,Rural,71.9,developing,7,34,20.86702,84.92701
21150300501,JAMUNDA JUNGLE PS,Banarpal,JAMUNDA UPS,Rural,62.1,developing,6,8,20.8699,84.93217
21150300601,PARIPARA PUPS,Banarpal,JAMUNDA UPS,Rural,68.4,developing,7,26,20.85865,84.95533
21150300902,BALARAMPRASAD H S,Banarpal,BALARAMPMRASAD HS,Rural,65.5,developing,7,64,20.8725,85.17416
21150300904,KAINFULIASAHI P.S,Banarpal,BALARAMPMRASAD HS,Rural,66.7,developing,7,6,20.87725,85.19442
21150300905,KENDUPATNA PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,54.5,developing,5,14,20.86527,85.16969
21150300906,GOVT PS LAXMANPUR,Banarpal,GOVT UPS TURANG,Rural,67.6,developing,7,9,20.86251,85.15599
21150300907,AMANTAPUR P UPS,Banarpal,BALARAMPMRASAD HS,Rural,61.2,developing,6,39,20.86068,85.18425
21150301301,PINGUA NODAL UPS,Banarpal,BALARAMPMRASAD HS,Rural,57.0,developing,6,32,20.88216,85.17909
21150301401,ARAHAT PS,Banarpal,TULASIPAL CLUSTER,Rural,65.0,developing,7,13,20.77011,85.18278
21150301501,BAULIGARH PS,Banarpal,Garhsantri Gov't UPS,Rural,84.6,excelling,8,14,20.7579,85.19591
21150301502,BAULIGARH UPS,Banarpal,Garhsantri Gov't UPS,Rural,39.8,needs,4,16,20.7731,85.19687
21150301701,JUHARPUR PS,Banarpal,TULASIPAL CLUSTER,Rural,59.7,developing,6,5,20.75312,85.20682
21150301801,PURIKIA UPS,Banarpal,TULASIPAL CLUSTER,Rural,69.0,developing,7,23,20.77309,85.17656
21150301901,GOVT PS SIMILICHHUIN,Banarpal,MAHIDHARPUR HS,Rural,84.3,excelling,8,9,20.74732,85.20466
21150302101,BHOGABERINI H.s,Banarpal,BALARAMPMRASAD HS,Rural,66.4,developing,7,38,20.89229,85.20823
21150302301,KENDUPALI UPS,Banarpal,BALARAMPMRASAD HS,Rural,64.0,developing,6,23,20.90031,85.19513
21150302401,KHAMANA PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,78.9,excelling,8,9,20.89602,85.18394
21150302501,NARAYANACHANDARAPUR P.S,Banarpal,BALARAMPMRASAD HS,Rural,50.9,developing,5,7,20.88545,85.19596
21150303101,BANARPAL SS,Banarpal,NUAHATA CLUSTER,Rural,83.7,excelling,8,41,20.83871,85.20006
21150303102,BONDA UPS,Banarpal,NUAHATA CLUSTER,Rural,49.8,needs,5,50,20.82871,85.19709
21150303103,PBK HS,Banarpal,NUAHATA CLUSTER,Rural,50.6,developing,5,46,20.84175,85.21452
21150303201,CHAURIDIHA PS,Banarpal,NUAHATA CLUSTER,Rural,71.1,developing,7,13,20.82687,85.2067
21150303401,GOVT PS APARTIPUR,Banarpal,GOTAMARA,Rural,65.3,developing,7,5,20.85348,85.22336
21150303501,GOVT PS BAGACHAR MAJHIKA,Banarpal,GOTAMARA,Rural,58.6,developing,6,6,20.87904,85.24316
21150303602,GOVT PS BRUNDABANPUR,Banarpal,GOTAMARA,Rural,60.0,developing,6,9,20.89871,85.19401
21150303701,GOVT UPS BADAPATANA,Banarpal,GOTAMARA,Rural,75.3,excelling,8,18,20.86356,85.24111
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Rural,41.2,needs,4,81,20.85064,85.24392
21150303703,GOVT UPS BUDHAPANK,Banarpal,GOTAMARA,Rural,78.4,excelling,8,32,20.86364,85.24742
21150303901,GOVT UPS PANDARBHARANIA,Banarpal,GOTAMARA,Rural,41.0,needs,4,30,20.87384,85.24698
21150304001,GOVT UPS TENTULIHATA,Banarpal,GOTAMARA,Rural,71.7,developing,7,9,20.85026,85.25296
21150304101,Fulapada ps,Banarpal,Fulapada ups,Rural,58.0,developing,6,7,20.84225,85.21601
21150304102,Fulapada ups,Banarpal,Fulapada ups,Rural,65.3,developing,7,56,20.84349,85.21326
21150304105,Gunabandha pps,Banarpal,Fulapada ups,Rural,59.6,developing,6,4,20.74865,85.18694
21150304106,Guriamunda pps,Banarpal,Fulapada ups,Rural,89.2,excelling,9,8,20.74875,85.18697
21150304201,Giridhibasia ps,Banarpal,Fulapada ups,Rural,74.6,developing,7,4,20.73689,85.16256
21150304301,Kalandapal ups,Banarpal,Fulapada ups,Rural,57.7,developing,6,16,20.74869,85.18701
21150304401,Kusuna ps,Banarpal,Fulapada ups,Rural,81.7,excelling,8,8,20.75964,85.18265
21150304501,Ramimunda ps,Banarpal,Fulapada ups,Rural,79.0,excelling,8,5,20.7487,85.18699
21150304601,Rankasinga ps,Banarpal,Fulapada ups,Rural,78.3,excelling,8,7,20.74864,85.18699
21150304701,Pattanayaksahi pps,Banarpal,Fulapada ups,Rural,77.0,excelling,8,9,20.74869,85.187
21150304702,Santarapur npups,Banarpal,Fulapada ups,Rural,51.2,developing,5,57,20.76244,85.1619
21150304703,Santarapur PUPS,Banarpal,Brajamohan nups,Rural,64.0,developing,6,19,20.84375,84.97184
21150304801,Tilapanga pps,Banarpal,Fulapada ups,Rural,87.1,excelling,9,7,20.73703,85.17214
21150304901,MAULABHANAJA PS,Banarpal,Garhsantri Gov't UPS,Rural,74.2,developing,7,10,20.79625,85.21965
21150304902,NALACHANDRAPUR PS,Banarpal,Garhsantri Gov't UPS,Rural,68.5,developing,7,8,20.80268,85.21818
21150304903,RAMESWAR UPS,Banarpal,Garhsantri Gov't UPS,Rural,36.1,needs,4,8,20.79849,85.22393
21150305001,BHAGABATPUR PS,Banarpal,Garhsantri Gov't UPS,Rural,70.0,developing,7,8,20.80672,85.22625
21150305201,Garhsantri UPS,Banarpal,Garhsantri Gov't UPS,Rural,43.2,needs,4,45,20.80743,85.19352
21150305202,Jamusahi PS,Banarpal,Garhsantri Gov't UPS,Rural,65.6,developing,7,8,20.79671,85.2014
21150305204,PIDHASAHI NUPS,Banarpal,Garhsantri Gov't UPS,Rural,48.3,needs,5,47,20.80755,85.21353
21150305501,GOVT PS ACHALPUR,Banarpal,GOTAMARA,Rural,65.0,developing,7,20,20.80333,85.17222
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Rural,62.0,developing,6,51,20.85098,85.21481
21150305802,GOVT PS GOBARDHANAGAR,Banarpal,GOTAMARA,Rural,78.3,excelling,8,3,20.84082,85.20131
21150305803,GOVT NHS GOTAMARA,Banarpal,GOTAMARA,Rural,45.6,needs,5,96,20.86328,85.21
21150305901,"Govt.p.s,Akurabhal",Banarpal,Kumanda Jarasingha Cluster,Rural,59.6,developing,6,18,20.86094,85.06333
21150306001,"GOVT.UPS,BEDASAR",Banarpal,GOVT UPS GANDIBEDHA,Rural,66.5,developing,7,21,20.87113,85.05518
21150306101,"BENAGADIA HIGH SCHOOL,BENAGADIA",Banarpal,GOVT UPS GANDIBEDHA,Rural,49.8,needs,5,38,20.85632,85.04568
21150306102,"GOVT.UPS,BENAGADIA",Banarpal,GOVT UPS GANDIBEDHA,Rural,73.8,developing,7,28,20.85598,85.04541
21150306202,Kumanda Jarasingha Nodal H/S,Banarpal,Kumanda Jarasingha Cluster,Rural,58.3,developing,6,84,20.85558,85.06903
21150306203,"Govt p.s,Purunasahi",Banarpal,Kumanda Jarasingha Cluster,Rural,55.3,developing,6,19,20.85262,85.06384
21150306204,"Govt u.p.s, Similisahi",Banarpal,Kumanda Jarasingha Cluster,Rural,51.3,developing,5,41,20.85932,85.05885
21150306301,"GOVT.PRIMARY SCHOOL,MAJHIKA",Banarpal,GOVT UPS GANDIBEDHA,Rural,51.7,developing,5,15,20.85109,85.04613
21150306402,KANDASAR UPS,Banarpal,KANDASAR,Rural,42.4,needs,4,24,20.8426,85.1303
21150306403,KUMBHARSAHI UPS,Banarpal,KANDASAR,Rural,37.1,needs,4,40,20.84572,85.1434
21150306501,KANYABEDA UPS,Banarpal,KANDASAR,Rural,44.7,needs,4,25,20.86061,85.14814
21150306601,Badahinsar PUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,30.5,needs,3,52,20.83724,84.92573
21150306701,Banuasahi PS,Banarpal,Brajamohan nups,Rural,94.4,excelling,9,6,20.85329,84.94494
21150307002,Kanjara NUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,55.6,developing,6,94,20.8424,84.92578
21150307003,Kanjara PS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,45.7,needs,5,9,20.8424,84.91245
21150307005,Kanjara Maharsahi PUPS,Banarpal,Brajamohan nups,Rural,52.2,developing,5,26,20.84691,85.19822
21150307201,"Govt.u.p.s,Karadagadia",Banarpal,Kumanda Jarasingha Cluster,Rural,47.0,needs,5,27,20.83719,85.0688
21150307301,"Govt u.p.s, Kusasingha",Banarpal,Kumanda Jarasingha Cluster,Rural,76.7,excelling,8,39,20.84505,85.05882
21150307305,"Govt.p.s, Kusasingha M.Sahi",Banarpal,Kumanda Jarasingha Cluster,Rural,68.0,developing,7,5,20.84332,85.06655
21150307306,"Govt.p.s,Talburisahi",Banarpal,Kumanda Jarasingha Cluster,Rural,46.4,needs,5,12,20.85673,85.07696
21150307401,"Govt.,u.p.s,Paratara",Banarpal,Kumanda Jarasingha Cluster,Rural,78.9,excelling,8,20,20.84638,85.04588
21150307451,Paratara HS,Banarpal,Kumanda Jarasingha Cluster,Rural,37.2,needs,4,26,20.8484,85.0584
21150307501,EKAGHARIA PUPS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,51.6,developing,5,17,20.90353,85.16083
21150307601,HH GOVT. HS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,36.1,needs,4,55,20.88895,85.14625
21150307602,GOVT PS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,62.4,developing,6,35,20.89054,85.14744
21150307604,TENTULIPASI PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,62.0,developing,6,3,20.89,85.15359
21150307701,GOVT PS RAJANIPAL,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,53.9,developing,5,6,20.88648,85.13443
21150307801,GOVT. PS RANKASINGHA,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,68.6,developing,7,6,20.88633,85.13931
21150308001,TENTOI PS,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,55.1,developing,6,11,20.90076,85.17175
21150308101,TENTOLOI ASHRAM SCHOOL,Banarpal,HARIHAR GOVT. HS KUKUDANG,Rural,48.8,needs,5,49,20.888,85.17459
21150308201,GIRANG UPS,Banarpal,KANDASAR,Rural,47.6,needs,5,40,20.84394,85.16955
21150308302,KHAMBESWARI PS,Banarpal,KANDASAR,Rural,63.3,developing,6,12,20.83819,85.16698
21150308303,KULAD UPS,Banarpal,KANDASAR,Rural,42.7,needs,4,38,20.84306,85.1677
21150308304,CPP MUNDA HUTTING PS,Banarpal,KANDASAR,Rural,74.8,developing,7,15,20.84699,85.18107
21150308305,SMELTER MUNDA HUTTING UPS,Banarpal,KANDASAR,Rural,61.0,developing,6,62,20.83128,85.14496
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Rural,52.8,developing,5,63,20.86126,85.08602
21150308502,BHANDUBAR PS,Banarpal,Sakosingha UPS,Rural,74.4,developing,7,8,20.84811,85.08588
21150308503,KUMANDA UPS,Banarpal,Sakosingha UPS,Rural,40.8,needs,4,16,20.85228,85.07781
21150308601,GOVT UPS RANIGODA,Banarpal,GOVT UPS TURANG,Rural,68.3,developing,7,50,20.86035,85.11178
21150308801,GHUNCHAPAL SEVASHRAM,Banarpal,GOVT UPS TURANG,Rural,86.9,excelling,9,6,20.88299,85.1355
21150309102,GOVT PS KURUDOL NUASAHI,Banarpal,GOVT UPS TURANG,Rural,70.0,developing,7,2,20.87754,85.14311
21150309103,GOVT UPS KURUDOL,Banarpal,GOVT UPS TURANG,Rural,57.5,developing,6,53,20.86608,85.13633
